sample_id,data_type,treatment_type,uvb_dose,nir_power,irradiation_time,photothermal_temp,nanoparticle_size,photo_response_efficiency,drug_loading,targeting_efficiency,drug_release_efficiency,nfkb_inhibition,p65_expression,tnf_alpha,il17,plaque_reduction,skin_damage,burn_rate,ldh_release,pathology_score,efficacy_score
SAMPLE_103,EFFICACY,1,0,2.0,8,43.827053940076574,80,0.9,5,0.7811689817225149,68.0,69.64683392056938,39.64307677656347,66.63415465011705,51.374041680530574,69.14395198980966,2.290676322848134,0.7705293111361968,12.52238256160253,1.4594403839660972,55.05817909958199
SAMPLE_104,EFFICACY,0,50,0.0,0,0.0,120,0.7,8,0.7486356310382946,0.0,78.99956904058584,28.247812463987774,49.38197634188785,59.73200209791511,66.11496897258401,3.5108622403718392,1.097582020810558,18.97684393248546,1.5797601206256764,57.34364275719358
SAMPLE_105,PATHWAY,0,30,0.0,0,0.0,60,0.7,3,0.8406391674382763,0.0,64.65341002545782,45.21325787356536,61.007567409061835,69.76341191632793,59.97085667728171,2.2817500347994804,1.2634324314518488,10.942430789197164,1.7834304223109747,49.393356674135916
SAMPLE_106,UVB,0,20,0.0,0,0.0,80,0.7,8,0.6246515002429281,0.0,56.15891300513273,44.8288740465087,106.95267585804832,65.05215749696985,51.183035368526554,2.4811795622694532,0.9722977547216398,16.773543376610526,2.1190891163836008,42.44054343700983
SAMPLE_107,NANO,1,0,2.0,3,44.927840128081236,120,0.8,10,0.9029424470225343,66.0,59.18505386126036,40.3269631574814,94.40704014331806,77.1065236371917,54.45918152395099,1.9052237454443377,0.0,12.664195680590627,2.021315646027335,45.07664940499567
SAMPLE_108,PATHWAY,1,0,1.6,18,42.03959992566669,100,0.65,3,0.8614527031638015,59.0,62.14189395343898,52.10902332200487,82.02733166087164,68.94951112695753,58.69803612450488,2.1513088738164527,0.5718932710463995,10.7249920964089,1.650866809290892,47.90571025641426
SAMPLE_109,EFFICACY,1,0,2.0,8,44.909340018105375,80,0.5,3,0.8814949774963239,60.0,59.88553327300097,54.614094777475316,95.97810691454995,81.9978379530683,56.03767784748089,2.8088330125989636,1.1726552003382482,16.296993090741964,2.2794511071247214,45.80751784567296
SAMPLE_110,NANO,1,0,2.0,13,43.14369343055685,120,0.65,5,0.7023329049567733,63.0,65.61381806278042,33.9450239421229,75.11905091229777,77.81280534019116,57.25423103224054,2.7606628331504073,0.5708780753360486,11.061541726432022,2.2762799807593272,48.59508707137831
SAMPLE_111,NANO,0,20,0.0,0,0.0,80,0.7,5,0.849804140804113,0.0,61.52307392897928,53.26405272008567,96.21525350744352,79.75894108723006,60.08505007268368,2.6752855893198917,0.6027675839886664,13.475226219463448,2.462042912302361,48.10819248280121
SAMPLE_112,EFFICACY,0,50,0.0,0,0.0,80,0.7,10,0.653511775292199,0.0,81.1865888628103,27.337571243670837,57.00559051068631,62.89460890591633,67.43254652933352,4.292155910760632,2.0587017495121276,21.888653508600143,2.6591244618515226,58.58922297470541
SAMPLE_113,EFFICACY,1,0,0.8,13,41.60836623059314,100,0.9,10,0.7805270010572963,56.0,48.030628640500595,63.3052215323712,105.82821519034266,90.11629149409946,53.06002468618201,2.281563034984366,0.4685710161752067,10.07260419628975,1.925368463544028,39.97994872367617
SAMPLE_114,PATHWAY,0,30,0.0,0,0.0,120,0.7,8,0.829976557191493,0.0,63.473668307797304,41.1256375890934,77.45506822965018,77.6743076239445,60.36264932801464,1.2182971604195985,0.496320634474119,10.949710141642008,1.829755593013361,49.29086762224087
SAMPLE_115,UVB,0,10,0.0,0,0.0,80,0.7,10,0.6608809102724706,0.0,45.085238937486565,67.79297704687468,105.4015094457817,88.0257102026428,42.77449079054565,3.7869878630253915,0.8443901809735526,13.759160076047923,2.1611729387881633,34.38649431860781
SAMPLE_116,NIR,1,0,2.0,18,41.19378289050146,80,0.65,10,0.7124605069457354,63.0,61.203086571781874,40.14919902029782,78.80378585171674,70.60757467082149,60.78663750489737,1.5459382522536778,0.920573788792728,8.031456855400343,2.7070124092348924,48.486701980220964
SAMPLE_117,NANO,0,50,0.0,0,0.0,120,0.7,10,0.6139501759320196,0.0,81.71413287444724,30.141499898459642,78.81644145570655,70.89513608926991,62.45969065623818,1.4046983849301429,0.2807457369199362,9.348076589240172,2.1349850760401408,57.38858973528814
SAMPLE_118,NANO,1,0,0.8,8,40.80834516439478,120,0.9,10,0.856106361617932,56.0,51.98120238223931,53.61688475878034,102.47879856443255,72.78886591370076,48.40231580882318,1.1359657647989028,0.5147427876021136,6.791057645349934,2.422251787438068,39.92621412346522
SAMPLE_119,NIR,0,40,0.0,0,0.0,100,0.7,5,0.6266520735262693,0.0,75.4832516714472,39.21169480926179,93.66387138853271,67.7099415804731,53.86921171545662,2.6393084668203457,0.7504686475270091,11.259891561144311,1.6733691614143167,51.21312366139747
SAMPLE_120,NANO,1,0,0.3,8,38.842016052567764,80,0.65,10,0.8029413853961271,46.0,49.47661704402079,62.345426756122215,121.0983376530962,80.58505602618662,46.0459555202668,1.89210355889516,0.2533886357205246,11.881265095564444,2.3431853681543076,37.83060831393601
SAMPLE_121,NIR,0,40,0.0,0,0.0,80,0.7,8,0.6614643822452138,0.0,70.75514164909123,45.46334058114288,75.64012430886281,67.48721068816664,64.0404446631102,2.368081505356638,1.7199075071669232,11.567307975486623,1.4495078943042046,53.44461822380925
SAMPLE_122,PATHWAY,0,20,0.0,0,0.0,120,0.7,8,0.6316421099869891,0.0,58.350154328608,48.488120124031234,96.70408660355899,83.7956597079193,52.169380947993126,0.3692315516051341,0.0,7.976314146657865,2.9163580415305166,44.13396780031943
SAMPLE_123,EFFICACY,0,20,0.0,0,0.0,80,0.7,10,0.8087697354506407,0.0,47.141131951016156,61.48197780065002,96.42336972580924,90.52678097983636,46.61080251007699,1.7963515367580034,0.8227488364946938,12.396051517379739,2.3555016131971094,37.14150347708566
SAMPLE_124,NANO,1,0,1.2,18,41.520358608754286,60,0.9,8,0.8263016933941595,60.0,57.40948718499894,45.31435003970235,81.96657753353227,77.49886702966204,53.50997098597662,3.285729995679863,1.124250373922715,13.809196840128877,1.6958958132724002,43.710637269254256
SAMPLE_125,NIR,1,0,1.6,3,41.79345743472036,60,0.9,5,0.835198438746386,64.0,63.759514244516176,43.287363050824034,99.41163642888249,68.04784038845843,47.64643405166673,1.7921780129055676,0.5940473351862169,7.12861962119462,2.698459804136658,44.20394371589205
SAMPLE_126,UVB,0,20,0.0,0,0.0,80,0.7,3,0.6719622338267834,0.0,51.40102042391481,61.34566187808893,89.37487773110016,91.80218917662368,49.229009908292184,3.4171585208254966,0.9736359555490409,17.701740258812237,2.557524722730614,39.568580428717695
SAMPLE_127,NANO,0,20,0.0,0,0.0,80,0.7,8,0.8058981590058292,0.0,54.707213755822295,51.395405517491994,91.272118799011,80.42834641648751,50.27835205106606,2.9775312408149444,1.8627238717736256,11.931931073233685,2.1472099121842714,41.39872007459235
SAMPLE_128,PATHWAY,0,50,0.0,0,0.0,60,0.7,5,0.8277746199182529,0.0,83.14517791950814,19.476000180088096,69.85637793044911,55.74151880751296,73.61990723011024,2.120670080161671,0.1602757867111893,10.754776829869497,1.9727940438744793,62.28190004381502
SAMPLE_129,PATHWAY,1,0,0.3,3,38.52272179411631,120,0.9,5,0.9295191380497876,51.0,50.337807268556155,57.77281087836473,95.3073290257454,83.83460057056374,48.904950973214106,2.8138104808875033,0.8635759252905328,13.750063105929682,3.5756254066207207,39.134341200530606
SAMPLE_130,NANO,1,0,1.2,13,42.542312210267866,120,0.65,10,0.875921494365199,55.0,51.45718470774107,57.58470393460107,99.46146274874386,63.75265181763821,49.39297360710023,0.6936229943908194,0.5358920974436916,10.136316222219987,2.3518001347411186,40.20133872705836
SAMPLE_131,EFFICACY,0,50,0.0,0,0.0,80,0.7,3,0.6855871015071949,0.0,87.39985259743186,16.70336699135845,46.34003648480261,46.11325063616001,74.20687574644366,3.893159969089781,1.2871324820943268,18.629875166834204,1.5402032976477398,63.86405934373225
SAMPLE_132,EFFICACY,1,0,0.3,18,38.82417637848174,60,0.8,8,0.7205517659279453,49.0,50.802031922046034,60.38717403275263,95.3122270455627,72.279843528846,48.73629567010969,1.719916101775954,1.3907654831690357,8.130910550991864,2.9546203382851886,39.4713478165071
SAMPLE_133,UVB,1,0,1.6,18,41.90400119318549,80,0.9,3,0.9426915516186957,64.0,55.47647522322638,54.10399318250125,98.05559872185206,75.46053729969917,50.1678579592898,0.8512370778767211,0.35839588230277286,7.183380775680416,1.695205702359267,42.087485857431126
SAMPLE_134,UVB,1,0,2.0,3,43.10566737691158,100,0.9,5,0.8526950177689421,68.0,60.12235922066979,43.42812164069938,87.82829040119775,71.95705866297646,61.495813447767226,1.9224699064924462,0.0,9.605854142469395,2.352065850453053,48.26277508607632
SAMPLE_135,EFFICACY,1,0,2.0,13,45.90119068575301,100,0.8,8,0.9185556311712939,66.0,62.357356744741516,47.738486739749746,80.55857558615386,58.00439946330416,48.398715665565184,0.9158640569945102,1.0404210893880876,9.590087540804221,2.3088780560023427,44.11925615272378
SAMPLE_136,EFFICACY,1,0,0.8,3,41.210703655349995,120,0.5,8,0.7005259607939708,48.0,53.34069388419639,50.937724310084775,104.84561273360261,67.68741672385067,54.94406504418979,3.2855936764081717,0.4920883393468595,14.594267095039905,2.2912226892698944,42.65678483607284
SAMPLE_137,UVB,0,10,0.0,0,0.0,100,0.7,5,0.8005717940168742,0.0,38.550863582870136,66.47030343173438,125.55846021459257,88.3706040754298,43.224766264446316,2.8082144232565573,0.6918367093135666,12.789952084312453,3.504501090476582,32.14860905427527
SAMPLE_138,UVB,1,0,1.2,18,42.36180377808679,80,0.9,5,0.702926652682726,60.0,48.81161046005499,59.732797389595916,94.73269525346025,102.37559062106315,46.858710395579635,0.34060977390925595,0.017888121767402274,4.726453270360906,2.509076058518151,38.200006387472
SAMPLE_139,UVB,0,10,0.0,0,0.0,60,0.7,5,0.836695547976238,0.0,49.60150813903212,46.262103031547475,114.32314486161117,78.31842137198268,51.204373029818555,2.360321838771221,0.3615031380131566,8.40965025058959,3.0254042431698442,39.85028809978603
SAMPLE_140,NANO,1,0,1.6,18,43.24878051856651,60,0.9,8,0.827920346645378,64.0,55.08146127068849,47.61584472348884,93.37388354063175,79.3794123602016,41.301235227453766,2.734499201778118,0.7157388236611715,9.836621220892454,2.532003205379217,38.006178758901285
SAMPLE_141,NANO,1,0,2.0,18,43.061822624572294,80,0.9,10,0.8450553796962573,68.0,63.367444220829995,37.47857281109877,75.48507870592111,70.08745146781823,57.44902675448857,2.342702574799097,0.5219051028234453,8.420544880840934,1.9500550202189273,47.85804787516761
SAMPLE_142,UVB,1,0,2.0,3,44.12575117253542,80,0.9,3,0.8185016071207889,68.0,62.74320790235464,35.67673212753833,78.63629328360042,70.56543274609258,52.26960180028111,2.8298399536233427,0.2855682516321002,11.101669848071918,2.457991457367798,45.43915589032964
SAMPLE_143,EFFICACY,1,0,0.8,3,41.4622343303496,80,0.5,8,0.9096373037257071,48.0,49.33026262470012,55.90834168460683,92.06912882406914,84.99051932866327,59.764626422152354,2.285353618887809,0.932582021663203,13.778904227398513,1.0994066554420128,43.18088489496343
SAMPLE_144,NANO,0,30,0.0,0,0.0,60,0.7,8,0.8450270790358585,0.0,67.38041798528683,36.185908284063466,76.07878191656998,58.87897548495659,65.73146544360293,3.3653476265416304,0.7856470481189969,12.544378706485015,1.698354593059428,52.57168384624757
SAMPLE_145,NIR,1,0,1.2,13,41.03229421578131,120,0.8,3,0.8497801462600812,58.0,53.02157666464198,62.12007571646289,75.99946892227129,72.15450398536848,52.19130746902136,1.9383547223143427,0.770056613645396,10.756538539573071,2.953459751935016,41.69748270900247
SAMPLE_146,NANO,1,0,0.8,18,40.34860627641151,80,0.8,3,0.8406779247555848,54.0,60.129394976382336,47.41823305805366,78.29740515377281,70.1218697688438,59.449643193301,2.7363913722844595,1.417895541679477,12.535378465686398,2.2348671047003936,47.284336993416446
SAMPLE_147,NIR,1,0,0.3,18,40.39191964634527,120,0.5,3,0.8600495778899059,43.0,42.6070889354268,57.34185809279865,99.4486505298864,77.09608627675335,41.314655632812844,2.7976960095226193,1.8178406231276063,12.910259207727446,3.4102474001142586,33.009158625391336
SAMPLE_148,NANO,0,50,0.0,0,0.0,120,0.7,10,0.8413311623038515,0.0,89.7124346227557,22.88428777375986,51.34406625049028,42.75837628740266,71.14939408152635,3.3566171046256774,1.2650742749451824,13.786888123431128,1.658491568260653,63.67340806078769
SAMPLE_149,NANO,1,0,2.0,18,43.380763535020556,120,0.5,8,0.9211060688754942,60.0,63.252475318989056,39.11067260791004,102.14359316102609,63.82880087310378,62.76075697241812,1.3725769438534918,0.2577923183365274,5.330501497652904,1.9686090050655631,50.130777527792176
SAMPLE_150,EFFICACY,0,20,0.0,0,0.0,80,0.7,10,0.8121259431800094,0.0,46.02283039405518,57.61032195148632,96.34992182028267,77.02859688645748,42.91418273088878,3.0294748419317488,1.4839904657302214,14.648109847790465,2.115626843002491,34.968910281591235
